name,artists,genres,release_year,duration,popularity,Danceability,Energy,Key,Liveness,Valence,Tempo,Time Signature
The Reaper,"The Chainsmokers, Amy Shark","electropop,pop,australian pop",2019-12-06,182933,57,0.633,0.564,8.0,0.201,0.648,164.008,4.0
Follow The Sun,Evermore,"australian alternative rock,australian rock,kiwi rock",2012-01-01,253536,0,0.507,0.833,1.0,0.259,0.649,95.978,4.0
Ain't No Love (Ain't No Use) [feat. Melanie Williams],"Sub Sub, Melanie Williams","madchester,diva house",1994-06-01,315466,45,0.802,0.962,8.0,0.312,0.966,127.035,4.0
Runaway Train (2022 Remaster),Soul Asylum,"alternative rock,grunge,permanent wave,pop rock,post-grunge",1992-10-06,266560,74,0.613,0.72,0.0,0.104,0.561,117.341,4.0
All I Want,Sarah Blasko,"australian alternative rock,australian indie,australian singer-songwriter",2009-07-10,233960,40,0.604,0.622,7.0,0.204,0.424,126.238,4.0
How Would You Feel (Paean),Ed Sheeran,"pop,singer-songwriter pop,uk pop",2017-03-03,280533,67,0.617,0.439,9.0,0.127,0.242,139.979,4.0
Greatest Hits Megamix - Jewels & Stone Remix,"Five, Queen, Steve Mac, Stargate, Cutfather & Joe","boy band,classic rock,glam rock,rock,norwegian pop",2001,659000,42,0.497,0.883,7.0,0.927,0.61,101.994,4.0
This Is How We Do It,Montell Jordan,"contemporary r&b,new jack swing,r&b,urban contemporary",2015-09-25,237546,68,0.791,0.702,1.0,0.423,0.789,103.646,4.0
Mr. Bojangles - Remastered 2001,Nitty Gritty Dirt Band,"country rock,heartland rock",2001-01-01,215400,57,0.444,0.757,11.0,0.329,0.554,154.26,3.0
San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,,1959,177333,55,0.569,0.428,7.0,0.105,0.617,113.168,4.0
I Forgot That You Existed,Taylor Swift,pop,2019-08-23,170640,79,0.664,0.316,5.0,0.0812,0.541,92.875,4.0
Versace on the Floor (Bruno Mars vs. David Guetta),"Bruno Mars, David Guetta","dance pop,pop,big room,dance pop,edm,pop,pop dance",2017-06-27,228300,64,0.747,0.701,2.0,0.0712,0.589,100.012,4.0
Breakout,Swing Out Sister,"new wave pop,sophisti-pop",1987-01-01,226453,0,0.704,0.557,4.0,0.0631,0.777,113.194,4.0
Firestone,"Kygo, Conrad Sewell","edm,pop,pop dance,tropical house,australian pop",2016-05-13,271640,81,0.704,0.634,11.0,0.0952,0.411,113.927,4.0
Til Death - Denzal Park Radio Edit,Wynter Gordon,,2011-06-17,180240,30,0.696,0.699,4.0,0.0485,0.967,127.988,4.0
The Time Warp,"Richard O'Brien, Patricia Quinn, Nell Campbell",,2015-08-21,198049,45,0.368,0.858,1.0,0.0986,0.542,175.7,4.0
Scream,"Michael Jackson, Janet Jackson","r&b,soul,dance pop,r&b,urban contemporary",1995-06-16,278293,62,0.805,0.942,0.0,0.415,0.608,106.525,4.0
AFTERGLOW,Taxiride,"australian pop,australian rock",2002-07-10,247893,20,0.35,0.775,7.0,0.198,0.467,148.982,4.0
I Dig Rock and Roll Music - 2004 Remaster,"Peter\, Paul and Mary","american folk revival,folk,folk rock,mellow gold,singer-songwriter,soft rock",2005-08-23,151613,31,0.692,0.413,2.0,0.305,0.744,121.77,4.0
Makes Me Wonder,Maroon 5,pop,2007-01-01,211080,0,0.803,0.851,7.0,0.0577,0.881,113.996,4.0
Thunder,Imagine Dragons,"modern rock,pop,rock",2017-06-23,187146,0,0.605,0.813,0.0,0.145,0.238,167.997,4.0
Same Old Love,Selena Gomez,"pop,post-teen pop",2015-10-09,229080,73,0.672,0.593,11.0,0.214,0.438,98.02,4.0
(You Drive Me) Crazy,Britney Spears,"dance pop,pop",1999-01-12,198066,71,0.748,0.939,0.0,0.32,0.96,104.001,4.0
Free Loop,Daniel Powter,"canadian pop,neo mellow,pop rock",2005-02-22,232893,59,0.6,0.657,0.0,0.0816,0.678,75.331,4.0
Two Strong Hearts,John Farnham,"australian pop,australian rock",2003-10-20,212840,18,0.61,0.78,2.0,0.309,0.841,109.856,4.0
Levels,Nick Jonas,"dance pop,pop",2015-11-20,167693,0,0.429,0.671,5.0,0.265,0.684,198.709,4.0
When You Believe - from The Prince of Egypt,"Whitney Houston, Mariah Carey","dance pop,dance pop,pop,urban contemporary",2007-10-29,272453,31,0.43,0.428,1.0,0.12,0.155,125.218,4.0
Never Be The Same Again - Single Mix,"Melanie C, Lisa ""Left Eye"" Lopes","dance pop,europop,talent show,hip pop",1999,254973,40,0.739,0.709,7.0,0.0848,0.558,81.001,4.0
Stole,Kelly Rowland,"atl hip hop,dance pop,hip pop,r&b,urban contemporary",2002-10-22,249293,52,0.649,0.718,7.0,0.174,0.477,79.993,4.0
Before the Worst,The Script,"celtic rock,pop",2008-09-08,203106,35,0.586,0.928,8.0,0.655,0.4,115.006,4.0
"That Sunday, That Summer",Nat King Cole,"adult standards,lounge,soul,swing,vocal jazz",1963-04-01,190666,33,0.249,0.46,1.0,0.395,0.462,82.495,4.0
Burn Your Name,Powderfinger,"australian alternative rock,australian rock",2009-01-01,230706,53,0.423,0.92,0.0,0.187,0.26,126.51,4.0
Welcome To My World,Mýa,"contemporary r&b,hip pop,r&b,urban contemporary",2015-10-10,254783,6,0.374,0.772,3.0,0.111,0.637,159.149,4.0
fOoL fOr YoU,ZAYN,"pop,uk pop",2016-03-25,202213,71,0.52,0.513,7.0,0.0976,0.17,77.903,4.0
Lady Godiva - Mono; 2003 Remaster,Peter And Gordon,"beatlesque,british blues,british invasion",1966-01-01,145933,7,0.607,0.488,5.0,0.0609,0.838,124.601,4.0
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake","dance pop,edm,electro house,moombahton,pop,pop dance,danish pop,electropop,pop,pop dance,edm,electronic trap,pop,pop dance",2015-06-01,176561,0,0.723,0.809,7.0,0.565,0.274,98.007,4.0
You Found Me,The Fray,"neo mellow,piano rock,pop,pop rock",2008-11-21,243506,0,0.366,0.791,8.0,0.153,0.398,76.057,4.0
Higher Ground,Stevie Wonder,"motown,soul",1973-08-03,222600,70,0.716,0.85,8.0,0.189,0.821,125.474,4.0
I Wanna Be the Only One (feat. Bebe Winans),"Eternal, Bebe Winans","europop,girl group,new wave pop,gospel",2002-12-23,216693,44,0.627,0.768,6.0,0.126,0.802,100.071,4.0
Rev It Up,Jerry Harrison,rock keyboard,1987-12-15,251466,35,0.723,0.722,9.0,0.0665,0.917,95.262,4.0
Doggin' Around,Jackie Wilson,"chicago soul,classic soul,rock-and-roll,soul",1960,171840,28,0.568,0.367,5.0,0.059,0.383,94.096,3.0
New Rules,Dua Lipa,"dance pop,pop,uk pop",2017-06-02,209320,84,0.762,0.7,9.0,0.153,0.608,116.073,4.0
It's Now or Never,Elvis Presley,"rock-and-roll,rockabilly",2017-07-27,195800,0,0.631,0.426,4.0,0.512,0.781,126.156,4.0
Boys & Girls,"Martin Solveig, Dragonette","disco house,edm,electro house,filter house,house,pop dance,vocal house,canadian electropop,canadian pop,dance rock,electropop,metropopolis,neo-synthpop",2011-01-01,225489,12,0.789,0.625,0.0,0.069,0.902,131.005,4.0
Flowers,Miley Cyrus,pop,2023-01-13,200454,96,0.707,0.681,0.0,0.0322,0.646,117.999,4.0
Take Me,RÜFÜS DU SOL,"australian electropop,indietronica",2013-08-12,242000,26,0.719,0.78,0.0,0.104,0.461,124.04,4.0
We Can't Stop,Miley Cyrus,pop,2013-10-04,231240,82,0.613,0.622,1.0,0.37,0.484,80.003,4.0
THATS WHAT I WANT,Lil Nas X,lgbtq+ hip hop,2021-09-17,143901,85,0.737,0.846,1.0,0.0486,0.546,87.981,4.0
Hurricane - Radio Edit,"Dzeko & Torres, Sarah McLeod","dutch house,edm,electro house,melbourne bounce,pop dance,progressive electro house,progressive house,sky room,australian dance",2013-09-27,221921,29,0.452,0.876,6.0,0.309,0.275,125.994,4.0
Midnight Memories,One Direction,"boy band,pop,post-teen pop,talent show",2013-11-25,176320,71,0.432,0.868,6.0,0.233,0.567,156.128,4.0
Mama,B.J. Thomas,"adult standards,bubblegum pop,classic country pop,folk rock,mellow gold,soft rock",2005,169466,0,0.524,0.417,2.0,0.15,0.549,95.116,3.0
When Something Is Wrong With My Baby,Jimmy Barnes,australian rock,1991,295933,0,0.409,0.58,1.0,0.0415,0.439,100.938,3.0
HIGHEST IN THE ROOM,Travis Scott,"hip hop,rap,slap house",2019-10-04,175720,86,0.598,0.427,7.0,0.21,0.0605,76.469,4.0
TiK ToK,Kesha,"dance pop,pop",2010,199693,0,0.755,0.832,2.0,0.291,0.735,120.032,4.0
Some Type of Love,Charlie Puth,"pop,viral pop",2015-05-01,185608,48,0.706,0.589,2.0,0.105,0.399,90.491,4.0
California Dreamin' - Single Version,The Mamas & The Papas,"classic rock,folk,folk rock,mellow gold,psychedelic rock,rock,soft rock,sunshine pop",1966-03,162373,83,0.552,0.608,1.0,0.0533,0.637,112.367,4.0
Mona,Craig McLachlan;Check 1-2,,1990-01-08,223133,31,0.697,0.816,0.0,0.252,0.751,102.981,4.0
Free Ride,The Edgar Winter Group,"album rock,blues rock,british blues,classic rock,country rock,electric blues,folk rock,hard rock,heartland rock,mellow gold,soft rock",1972-11-30,187173,64,0.674,0.686,2.0,0.189,0.814,124.204,4.0
Stay with Me,Jasmine Thompson,viral pop,2014-12-09,195669,29,0.404,0.185,0.0,0.103,0.147,75.342,3.0
Already Gone,Powderfinger,"australian alternative rock,australian rock",2011-01-01,208680,21,0.329,0.356,4.0,0.135,0.531,161.436,4.0
Twist And Shout,"Chaka Demus & Pliers, Jack Radics, The Taxi Gang","funana,deep ragga,old school dancehall",1993-01-01,237506,0,0.802,0.82,2.0,0.298,0.977,128.954,4.0
Flashing Lights,Havana Brown,"australian dance,australian pop",2013-01-01,260806,12,0.706,0.92,9.0,0.171,0.786,119.972,4.0
Caught in the Middle,A1,boy band,2001,206466,54,0.519,0.874,5.0,0.243,0.572,96.072,4.0
Folsom Prison Blues,Johnny Cash,"arkansas country,outlaw country,rock",2002-02-12,162906,44,0.594,0.676,5.0,0.905,0.898,110.71,4.0
Don't Go Breaking My Heart,"Elton John, Kiki Dee","glam rock,mellow gold,piano rock,rock,classic uk pop",1975-10-24,275440,83,0.729,0.844,5.0,0.0604,0.777,131.459,4.0
Always on My Mind,Pet Shop Boys,"dance rock,new romantic,new wave,new wave pop,permanent wave,synthpop",1998-03-31,234906,74,0.533,0.783,7.0,0.186,0.726,124.874,4.0
Shake Your Bon-Bon,Ricky Martin,"latin pop,mexican pop,puerto rican pop",1999,192333,48,0.638,0.937,0.0,0.327,0.762,100.03,4.0
True Blue,John Williamson,"australian children's music,australian country,australian rock,bush ballad",1982-03-01,245000,51,0.534,0.269,5.0,0.11,0.499,108.886,4.0
Onionskin,Boom Crash Opera,australian rock,1989-10-18,207706,45,0.516,0.922,0.0,0.158,0.456,99.086,4.0
Brand New Key,Melanie,"folk,persian pop",1999-07-01,144866,55,0.667,0.412,1.0,0.107,0.82,83.816,4.0
The Clapping Song,The Belle Stars,new wave pop,1981,195373,34,0.866,0.762,2.0,0.148,0.662,88.972,4.0
Ready for the Weekend,Calvin Harris,"dance pop,edm,electro house,house,pop,progressive house,uk dance",2009-08-17,217133,54,0.818,0.713,9.0,0.0382,0.937,137.969,4.0
Heal the World,Michael Jackson,"r&b,soul",1991-11-13,384306,71,0.545,0.485,9.0,0.104,0.101,80.948,4.0
How Do I Say Goodbye,Dean Lewis,"australian pop,pop",2022-08-31,163603,81,0.4,0.641,8.0,0.0656,0.393,81.552,4.0
Yeah!,"Usher, Lil Jon, Ludacris","atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,atl hip hop,crunk,dance pop,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",2004-02-09,250066,0,0.895,0.795,2.0,0.0403,0.574,105.004,4.0
Speed of Sound,Coldplay,"permanent wave,pop",2005-06-07,287906,76,0.514,0.898,11.0,0.0746,0.353,123.067,4.0
Welcome To New York,Taylor Swift,pop,2014-10-27,212600,0,0.789,0.634,7.0,0.302,0.658,116.992,4.0
We Built This City,Starship,"album rock,classic rock,mellow gold,new romantic,new wave pop,soft rock,synthpop",1985,294933,0,0.649,0.82,5.0,0.0816,0.702,144.226,4.0
If You're Too Shy (Let Me Know) [Edit],The 1975,"modern alternative rock,modern rock,pop,pov: indie,rock",2020-04-23,239876,0,0.653,0.806,2.0,0.0927,0.386,125.641,4.0
Free Ride,The Edgar Winter Group,"album rock,blues rock,british blues,classic rock,country rock,electric blues,folk rock,hard rock,heartland rock,mellow gold,soft rock",1972-11-30,187173,64,0.674,0.686,2.0,0.189,0.814,124.204,4.0
2 Hearts,Kylie Minogue,"australian dance,australian pop,dance pop,eurodance,new wave pop",2007-11-21,171266,30,0.667,0.621,7.0,0.0572,0.492,111.996,4.0
My Eyes Adored You,Frankie Valli,"adult standards,bubblegum pop,lounge,rock-and-roll",2003-01-14,212626,46,0.446,0.489,11.0,0.16,0.396,137.829,4.0
Child's Play,Sherbet,australian rock,2008-10-11,198613,0,0.608,0.751,7.0,0.321,0.59,124.028,4.0
In My Little Corner Of The World,Anita Bryant,deep adult standards,2010-12-01,160080,3,0.483,0.321,11.0,0.348,0.404,107.728,4.0
"Up, Up and Away",The 5th Dimension,"adult standards,bubblegum pop,folk rock,mellow gold,motown,singer-songwriter,soft rock,sunshine pop",1967,163346,55,0.393,0.362,7.0,0.333,0.515,107.743,5.0
The Living Years,Mike + The Mechanics,"album rock,mellow gold,new romantic,new wave,new wave pop,soft rock",1988-10-28,332333,65,0.527,0.429,8.0,0.0865,0.277,97.893,4.0
SOS,ABBA,"europop,swedish pop",1975,202386,72,0.415,0.713,5.0,0.289,0.579,125.056,4.0
Free Your Mind,En Vogue,"contemporary r&b,girl group,hip pop,new jack swing,r&b,urban contemporary",1992-03-24,293105,60,0.765,0.831,7.0,0.393,0.809,100.026,4.0
Talk Like That,The Presets,"alternative dance,australian dance,australian indie",2009-01-01,221066,0,0.573,0.941,6.0,0.18,0.864,135.017,4.0
I Won't Back Down,Tom Petty and the Heartbreakers,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",2000-10-31,175493,0,0.767,0.756,7.0,0.256,0.934,113.906,4.0
Monsters (feat. Demi Lovato and blackbear),"All Time Low, Demi Lovato, blackbear","modern rock,neon pop punk,pop punk,pop,post-teen pop,pop",2020-04-03,174424,45,0.502,0.765,0.0,0.515,0.805,162.097,4.0
1985,Bowling For Soup,"neon pop punk,pop punk,texas pop punk",2004-09-11,193000,57,0.607,0.878,4.0,0.337,0.853,119.955,4.0
#thatPOWER,"will.i.am, Justin Bieber","dance pop,pop,canadian pop,pop",2013-01-01,279506,69,0.797,0.608,6.0,0.0748,0.402,127.999,4.0
Friday I'm In Love,The Cure,"new wave,permanent wave,rock,uk post-punk",2001-01-01,214400,51,0.553,0.946,7.0,0.368,0.458,135.977,4.0
Everybody On The Floor (Pump It) - Radio Edit,Tokyo Ghetto Pussy,german techno,1997,217333,0,0.745,0.72,7.0,0.117,0.919,144.982,4.0
The Old Lamplighter,The Browns,"nashville sound,vocal harmony group",2013-08-02,141120,40,0.604,0.105,2.0,0.0993,0.553,92.238,4.0
Back 2 Good,Matchbox Twenty,"neo mellow,pop rock,post-grunge",1996-10-01,340173,60,0.559,0.504,7.0,0.13,0.479,89.051,4.0
Black Box,Stan Walker,"australian talent show,nz christian,nz pop",2009-12-08,209253,45,0.689,0.811,7.0,0.207,0.47,123.008,4.0
I'm In You,Peter Frampton,"album rock,british blues,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",1977-05-28,250000,52,0.33,0.494,0.0,0.137,0.143,98.478,4.0
Let Me Down Slowly,Alec Benjamin,"alt z,pop,pov: indie",2018-11-16,169353,90,0.652,0.557,1.0,0.124,0.483,150.073,4.0
Someday (feat. Meghan Trainor),"Michael Bublé, Meghan Trainor","adult standards,canadian pop,jazz pop,lounge,hip pop,pop",2016-10-21,203453,62,0.671,0.539,7.0,0.0748,0.934,94.98,4.0
Send in the Clowns,Judy Collins,"american folk revival,folk,folk rock,mellow gold,singer-songwriter",2001-08-21,244426,33,0.223,0.0497,3.0,0.222,0.1,86.659,1.0
In Love By Now,Jamie Foxx,"contemporary r&b,hip pop,r&b,southern hip hop,trap,urban contemporary",2015-05-15,185626,27,0.645,0.379,10.0,0.124,0.278,130.836,4.0
Incredible,Timomatic,"australian pop,australian talent show",2012-08-24,236386,30,0.666,0.919,4.0,0.106,0.528,115.051,4.0
Our Song - Luca Schreiner Remix,"Anne-Marie, Niall Horan, Luca Schreiner","pop,pop,german dance",2021-06-04,164960,44,0.43,0.685,11.0,0.119,0.308,84.838,4.0
Geronimo,The Shadows,"british invasion,rock-and-roll",2003-05-05,139506,6,0.5,0.593,9.0,0.06,0.475,138.245,4.0
Head over Feet - 2015 Remaster,Alanis Morissette,"canadian pop,canadian singer-songwriter,lilith,neo mellow,pop rock,singer-songwriter",1995,267293,66,0.482,0.808,0.0,0.202,0.438,79.599,4.0
Just the Way You Are,Bruno Mars,"dance pop,pop",2010-10-05,220734,83,0.635,0.841,5.0,0.0622,0.424,109.021,4.0
Feel So Close - Radio Edit,Calvin Harris,"dance pop,edm,electro house,house,pop,progressive house,uk dance",2012-10-29,206413,85,0.707,0.924,7.0,0.204,0.919,127.937,4.0
It Ain't Necessarily So - 2015 Remaster,Normie Rowe & The Playboys,australian rock,2015-06-05,199720,8,0.52,0.448,2.0,0.0719,0.663,113.472,4.0
It's Four in the Morning,Faron Young,"classic country pop,honky tonk,traditional country,western swing",2000-10-19,164234,32,0.462,0.277,9.0,0.409,0.388,131.001,3.0
I Love Rock 'N Roll,Joan Jett & the Blackhearts,"glam punk,rock",1981-11-18,175173,81,0.535,0.716,4.0,0.659,0.901,94.379,4.0
You're So Strong,Mental As Anything,australian rock,1985-09-01,209133,30,0.633,0.748,7.0,0.38,0.497,142.575,4.0
I'll Be There For You,Bon Jovi,"glam metal,rock",2010-01-01,346386,0,0.429,0.793,2.0,0.108,0.24,72.985,4.0
Something's Got A Hold On Me,Jessica Mauboy,"australian indigenous,australian pop,australian talent show",2013-02-27,206746,22,0.594,0.878,8.0,0.184,0.774,127.945,4.0
Listen to Your Heart (feat. Edmée) - Furious F. Radio Edit,"DHT, Edmee, Furious F.",,2016-12-09,230000,10,0.564,0.983,11.0,0.344,0.418,144.985,4.0
Man Overboard,Do Re Mi,"australian alternative rock,australian rock",1985-08-01,250866,0,0.581,0.514,0.0,0.376,0.69,89.026,4.0
Caught In The Crowd,Kate Miller-Heidke,"australian pop,australian singer-songwriter,lilith,piano rock",2008-10-18,213133,45,0.611,0.638,9.0,0.104,0.424,169.92,4.0
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,"europop,new wave pop,soft rock",1984,348333,0,0.612,0.675,9.0,0.0471,0.883,150.058,4.0
Going Up The Country,Canned Heat,"blues,blues rock,classic rock,country rock,electric blues,folk rock,psychedelic rock",1987-01-01,171373,65,0.653,0.239,5.0,0.132,0.765,80.392,4.0
Girl On Fire (feat. Nicki Minaj) - Inferno Version,"Alicia Keys, Nicki Minaj","neo soul,pop,r&b,hip pop,pop,queens hip hop,rap",2012-11-26,270720,58,0.591,0.808,9.0,0.147,0.337,92.864,4.0
Always,Bon Jovi,"glam metal,rock",1994,353320,60,0.377,0.658,4.0,0.0677,0.307,143.713,4.0
Home,Phillip Phillips,"folk-pop,neo mellow,pop rock",2013-01-01,210173,5,0.606,0.826,0.0,0.117,0.322,121.04,4.0
Unchained Melody,The Righteous Brothers,"adult standards,brill building pop,folk rock,rock-and-roll,rockabilly",1990,215840,0,0.376,0.199,0.0,0.598,0.247,98.97,3.0
Alive,Natalie Bassingthwaighte,"australian dance,australian pop,australian rock",2009-02-20,211000,38,0.506,0.849,2.0,0.329,0.319,129.935,4.0
Tired of Toein' the Line,Rocky Burnette,,2008-07-08,193560,0,0.647,0.694,7.0,0.0776,0.694,121.975,4.0
When Tomorrow Comes - Remastered Version,"Eurythmics, Annie Lennox, Dave Stewart","dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop,new wave pop,rock keyboard",1986-06-30,268720,55,0.421,0.98,5.0,0.459,0.509,139.36,4.0
Everybody Wants To Rule The World,Tears For Fears,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",1985-02-25,251480,0,0.637,0.811,7.0,0.107,0.552,112.053,4.0
I’ll Make Love To You,Boyz II Men,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",2011-10-25,237306,0,0.463,0.621,2.0,0.086,0.218,140.647,3.0
Oh L'Amour - 2011 Remaster,Erasure,"new romantic,new wave,new wave pop,synthpop",1986-05-01,183920,62,0.646,0.82,3.0,0.037,0.712,122.43,4.0
Walk,Foo Fighters,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock",2011-04-12,255960,73,0.234,0.865,9.0,0.289,0.194,137.107,4.0
Dirty Talk,Wynter Gordon,,2011-06-17,197586,26,0.679,0.808,11.0,0.105,0.88,130.018,4.0
Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj","big room,dance pop,edm,pop,pop dance,hip pop,pop,queens hip hop,rap",2012-12-07,199680,69,0.704,0.793,8.0,0.575,0.412,127.96,4.0
Never Gonna Not Dance Again,P!nk,"dance pop,pop",2022-11-04,225789,76,0.668,0.802,5.0,0.163,0.769,113.796,4.0
I Go To Rio,Peter Allen,,1976-01-01,202426,44,0.593,0.765,5.0,0.667,0.801,121.844,4.0
Thunder,Imagine Dragons,"modern rock,pop,rock",2017-06-23,187146,89,0.605,0.822,0.0,0.147,0.288,167.997,4.0
Complicated,Avril Lavigne,"canadian pop,candy pop,pop",2002-06-04,244506,83,0.585,0.776,5.0,0.3,0.427,77.987,4.0
Right Type of Mood,HERBIE,,1995-04-25,193666,42,0.698,0.932,4.0,0.399,0.836,150.02,4.0
Jump Around,House Of Pain,"gangster rap,hip hop,rap rock,west coast rap",1994-07-21,214946,3,0.854,0.71,4.0,0.166,0.818,106.894,4.0
When We Were Kids,The Galvatrons,,2008-05-03,229133,19,0.45,0.977,10.0,0.362,0.395,135.904,4.0
"Baby, I'm Jealous (feat. Doja Cat)","Bebe Rexha, Doja Cat","dance pop,pop,dance pop,pop",2020-10-09,175873,64,0.737,0.867,11.0,0.32,0.506,98.05,4.0
Interstate Love Song,Stone Temple Pilots,"alternative metal,alternative rock,classic rock,grunge,hard rock,nu metal,post-grunge,rock",1994-06-07,193613,0,0.214,0.947,4.0,0.238,0.483,170.616,4.0
We Belong,Sheppard,"australian indie,folk-pop",2018-06-08,207991,30,0.798,0.655,0.0,0.477,0.828,111.98,4.0
Believer,Imagine Dragons,"modern rock,pop,rock",2017-06-23,204346,14,0.779,0.787,10.0,0.14,0.708,124.982,4.0
